,carat,depth,table,price,x,y,z,y_val
13809,1.04,62.9,54.0,5626,6.49,6.46,4.07,1
6254,0.93,62.5,58.0,4010,6.22,6.19,3.88,1
20801,1.5,62.8,58.0,9033,7.17,7.23,4.52,2
17099,1.23,62.4,58.0,6817,6.82,6.86,4.27,1
4218,0.9,62.7,59.0,3569,6.1,6.18,3.85,1
3730,0.36,60.9,61.0,568,4.58,4.61,2.8,0
30402,0.32,62.1,55.0,730,4.35,4.38,2.71,0
6548,1.01,65.7,54.0,4072,6.32,6.28,4.14,1
51312,0.31,62.3,56.0,544,4.29,4.34,2.69,0
3084,0.81,62.2,57.0,3314,5.91,5.94,3.69,0
36217,0.36,60.9,57.0,932,4.61,4.58,2.8,0
38161,0.34,62.3,56.0,1014,4.45,4.48,2.78,0
43094,0.61,59.5,62.0,1382,5.55,5.51,3.29,0
23479,1.01,59.3,59.0,11480,6.56,6.53,3.88,3
6431,1.02,62.4,56.0,4044,6.42,6.37,3.99,1
48671,0.5,61.9,56.0,2003,5.09,5.12,3.16,0
46115,0.56,61.1,55.0,1743,5.35,5.33,3.26,0
38323,0.4,61.9,54.0,1020,4.74,4.73,2.93,0
22818,1.65,61.5,56.0,10847,7.63,7.69,4.71,2
14477,1.12,62.1,58.0,5845,6.6,6.64,4.11,1
41373,0.51,62.4,58.0,1220,5.07,5.13,3.18,0
48964,0.36,61.8,60.0,537,4.53,4.57,2.81,0
33508,0.4,62.7,60.0,828,4.64,4.7,2.93,0
31639,0.33,59.6,61.0,450,4.53,4.49,2.69,0
22915,1.31,61.9,54.0,10957,7.03,7.06,4.35,2
52884,0.74,62.2,54.0,2583,5.79,5.85,3.62,0
10055,0.27,62.0,55.0,591,4.16,4.16,2.59,0
41460,0.41,60.0,59.0,1230,4.84,4.83,2.9,0
10042,0.26,62.1,56.0,418,4.07,4.11,2.54,0
11610,1.3,61.1,61.0,5047,6.95,7.0,4.26,1
41188,0.51,60.9,60.0,1202,5.19,5.16,3.15,0
46913,0.54,60.9,56.0,1814,5.31,5.27,3.22,0
29335,0.31,61.7,61.0,698,4.34,4.31,2.67,0
15493,1.0,62.7,59.0,6208,6.32,6.38,3.98,1
31566,0.31,61.9,56.0,766,4.37,4.39,2.71,0
11017,0.59,60.9,60.0,4916,5.41,5.39,3.29,1
44180,0.71,61.7,59.0,1567,5.76,5.72,3.54,0
3196,1.0,62.4,59.0,3344,6.34,6.38,3.97,0
5777,1.11,62.0,58.0,3901,6.57,6.62,4.09,1
29149,0.31,61.5,55.0,692,4.38,4.4,2.7,0
32305,0.28,61.2,54.0,455,4.22,4.27,2.6,0
16814,1.21,59.4,56.0,6708,6.95,7.0,4.14,1
47148,0.53,61.7,57.0,1832,5.23,5.21,3.22,0
17956,2.31,67.4,56.0,7257,8.05,7.99,5.41,2
19618,1.07,62.4,55.6,8235,6.48,6.55,4.07,2
8765,1.0,63.6,54.0,4467,6.33,6.37,4.04,1
13920,1.2,63.2,59.0,5665,6.77,6.74,4.27,1
32312,0.36,62.6,56.0,789,4.52,4.56,2.84,0
43193,0.51,61.7,56.0,1394,5.12,5.15,3.17,0
17025,1.02,64.6,58.0,6797,6.22,6.28,4.04,1
16774,1.02,62.2,57.0,6683,6.47,6.43,4.01,1
26875,2.23,61.4,58.0,16805,8.41,8.32,5.14,4
32948,0.33,60.0,56.0,460,4.52,4.55,2.73,0
37801,0.51,61.7,54.0,1000,5.18,5.19,3.2,0
13254,1.01,61.7,56.0,5478,6.42,6.47,3.98,1
5892,0.9,57.8,58.0,3931,6.42,6.38,3.7,1
34617,0.27,62.7,55.0,470,4.15,4.18,2.61,0
52515,0.74,61.3,59.0,2527,5.83,5.78,3.56,0
37525,0.43,61.7,56.0,987,4.86,4.9,3.01,0
4805,0.9,63.4,57.0,3699,6.06,6.11,3.86,1
17198,1.0,62.9,55.0,6871,6.4,6.36,4.01,1
23692,1.5,63.1,57.0,11756,7.24,7.31,4.59,3
47227,0.6,62.3,57.0,1840,5.42,5.37,3.36,0
9133,1.0,61.9,61.0,4536,6.37,6.23,3.9,1
30624,0.28,61.8,55.0,448,4.2,4.25,2.61,0
25166,2.01,64.9,60.0,13744,7.82,7.78,5.06,3
22765,1.04,61.8,55.0,10787,6.49,6.56,4.03,2
50749,0.7,63.2,56.0,2298,5.6,5.64,3.55,0
35852,0.32,60.5,57.0,917,4.44,4.48,2.7,0
37008,0.33,62.2,55.0,965,4.44,4.4,2.75,0
47322,0.23,61.3,59.0,530,3.91,3.99,2.42,0
15777,1.11,62.3,58.0,6311,6.59,6.61,4.11,1
5754,0.93,63.4,54.0,3896,6.19,6.24,3.94,1
50950,0.87,61.4,57.0,2321,6.17,6.14,3.78,0
35901,0.32,62.0,54.0,918,4.42,4.45,2.75,0
13044,0.36,61.6,60.0,600,4.54,4.61,2.82,0
2371,0.32,62.5,58.0,561,4.36,4.38,2.73,0
40559,0.41,60.3,60.0,1151,4.74,4.78,2.87,0
23345,0.3,61.4,56.0,422,4.33,4.34,2.66,0
43072,0.5,62.2,60.0,1378,5.15,5.05,3.17,0
1666,0.75,63.6,58.0,3024,5.77,5.65,3.63,0
2051,0.32,61.7,61.0,561,4.38,4.43,2.72,0
44725,0.47,62.1,56.0,1616,4.96,4.99,3.09,0
34334,0.3,60.5,57.0,862,4.37,4.39,2.65,0
50537,0.7,61.3,61.0,2275,5.66,5.7,3.48,0
51122,0.82,66.4,54.0,2339,5.87,5.82,3.88,0
5042,0.4,62.6,54.0,573,4.73,4.76,2.97,0
4585,0.8,62.3,57.0,3653,5.91,5.94,3.69,1
14492,1.2,63.1,57.0,5853,6.69,6.65,4.2,1
32509,0.4,64.2,57.0,798,4.7,4.68,3.01,0
38064,0.36,60.1,57.0,1013,4.67,4.62,2.79,0
8186,1.5,71.3,58.0,4368,6.85,6.81,4.87,1
13831,1.25,62.2,58.0,5637,6.88,6.92,4.29,1
34841,0.3,61.1,57.0,878,4.35,4.32,2.65,0
4651,0.9,63.2,59.0,3669,6.1,6.05,3.84,1
53025,0.76,63.1,58.0,2601,5.77,5.79,3.65,0
42691,0.5,61.9,60.0,1337,5.06,5.09,3.14,0
50252,0.7,58.8,58.0,2234,5.82,5.77,3.41,0
31581,0.35,61.6,55.0,767,4.49,4.54,2.78,0
28297,0.24,62.3,57.0,432,3.98,3.95,2.47,0
3965,0.9,61.5,61.0,3507,6.1,6.06,3.74,0
48706,0.56,61.1,56.0,2010,5.29,5.34,3.25,0
38753,0.41,61.8,55.0,1044,4.77,4.81,2.96,0
50832,0.7,61.2,54.0,2310,5.79,5.75,3.53,0
46944,0.52,61.2,56.0,1815,5.23,5.16,3.18,0
30279,0.3,62.4,59.0,447,4.25,4.28,2.66,0
5120,0.91,62.7,56.0,3762,6.14,6.18,3.86,1
30697,0.4,61.3,61.0,737,4.73,4.76,2.91,0
4191,0.93,62.5,58.0,3562,6.2,6.25,3.89,1
3113,0.92,61.8,57.0,3323,6.27,6.25,3.87,0
2158,0.75,62.6,55.0,3129,5.72,5.79,3.6,0
7626,0.8,61.6,57.0,4263,5.95,5.97,3.67,1
32217,0.31,61.8,54.0,789,4.39,4.41,2.72,0
8879,1.08,61.2,59.0,4485,6.61,6.66,4.06,1
14186,1.01,58.9,61.0,5756,6.46,6.55,3.83,1
48434,0.51,61.7,58.0,1974,5.18,5.13,3.18,0
21888,1.52,59.1,58.0,9959,7.48,7.45,4.41,2
50870,0.63,62.0,56.0,2313,5.5,5.47,3.4,0
9663,0.9,63.0,57.0,4643,6.07,6.15,3.85,1
23342,0.3,63.4,55.0,422,4.26,4.22,2.69,0
23015,0.3,61.1,62.0,630,4.33,4.28,2.63,0
1771,0.93,62.3,57.0,3047,6.22,6.2,3.87,0
52868,0.73,61.9,57.0,2581,5.74,5.79,3.57,0
5424,0.92,63.3,59.0,3823,6.18,6.12,3.89,1
46328,0.51,61.5,56.0,1758,5.11,5.16,3.16,0
30356,0.3,59.0,59.0,729,4.4,4.42,2.6,0
11379,0.34,62.9,56.0,596,4.45,4.48,2.81,0
33149,0.31,61.2,59.0,816,4.32,4.34,2.65,0
3511,0.7,62.9,59.0,3403,5.66,5.59,3.4,0
21517,1.5,64.0,54.0,9618,7.19,7.27,4.63,2
31295,0.32,62.2,56.0,758,4.38,4.4,2.73,0
37685,0.43,61.0,57.0,993,4.88,4.85,2.97,0
15694,0.29,62.1,55.0,607,4.28,4.3,2.66,0
34371,0.41,60.0,56.0,863,4.82,4.88,2.91,0
36159,0.57,59.5,56.9,929,5.42,5.46,3.24,0
21344,1.0,61.3,58.0,9487,6.37,6.42,3.92,2
7292,0.91,61.9,59.0,4201,6.18,6.23,3.84,1
17629,1.28,62.3,56.0,7098,6.97,6.89,4.32,1
39664,0.42,60.1,61.0,1087,4.84,4.81,2.9,0
12116,0.9,61.5,55.0,5167,6.25,6.28,3.85,1
11888,1.01,63.2,59.0,5113,6.36,6.32,4.01,1
29053,0.4,63.2,58.0,687,4.66,4.7,2.96,0
52550,0.81,63.0,58.0,2534,5.79,5.87,3.67,0
18590,1.51,61.3,61.0,7585,7.41,7.34,4.52,2
15631,1.01,60.8,61.0,6271,6.42,6.45,3.91,1
13045,0.36,61.5,57.0,600,4.55,4.59,2.81,0
6629,0.92,63.6,57.0,4086,6.14,6.09,3.89,1
12044,0.4,63.4,59.0,596,4.64,4.66,2.95,0
24681,1.74,62.5,57.0,13037,7.71,7.67,4.81,3
9177,1.04,61.9,58.0,4543,6.54,6.49,4.03,1
4499,0.9,61.9,58.0,3629,6.2,6.15,3.82,1
52293,0.25,61.1,59.0,548,4.03,4.05,2.47,0
30967,0.38,62.3,56.0,746,4.63,4.58,2.87,0
10586,1.01,64.1,60.0,4821,6.27,6.3,4.03,1
18523,1.31,61.4,59.0,7550,7.01,6.96,4.29,2
28979,0.25,62.1,58.0,436,4.0,4.05,2.5,0
26476,2.13,59.2,58.0,16062,8.35,8.41,4.96,4
50399,0.73,60.5,59.0,2255,5.83,5.88,3.54,0
47225,0.52,59.8,61.0,1840,5.19,5.22,3.11,0
40000,0.41,62.4,56.0,1107,4.77,4.75,2.97,0
8191,1.02,61.4,61.0,4368,6.4,6.44,3.94,1
33908,0.3,62.1,56.0,844,4.31,4.25,2.66,0
23568,1.5,63.3,62.0,11577,7.08,7.2,4.52,3
10996,1.17,63.8,58.0,4914,6.73,6.57,4.24,1
51176,0.73,62.4,55.0,2346,5.78,5.71,3.59,0
25906,2.07,62.3,59.0,15036,8.1,8.14,5.06,4
13384,0.31,60.1,57.0,601,4.36,4.39,2.63,0
28790,0.37,62.4,58.0,681,4.55,4.58,2.85,0
29758,0.3,62.0,56.0,709,4.34,4.3,2.68,0
33672,0.41,62.2,56.0,836,4.8,4.72,2.96,0
49728,0.53,61.6,57.0,2153,5.2,5.22,3.21,0
1616,0.71,62.1,53.0,3013,5.7,5.77,3.56,0
32387,0.32,60.1,58.0,791,4.41,4.44,2.66,0
580,0.9,63.4,54.0,2834,6.17,6.14,3.9,0
29581,0.41,61.8,60.0,705,4.74,4.78,2.94,0
23845,1.58,62.2,55.0,11927,7.44,7.5,4.65,3
42651,0.4,61.4,55.0,1333,4.76,4.79,2.93,0
52526,0.5,60.6,58.0,2529,5.13,5.16,3.12,0
39645,0.47,58.8,58.0,1086,5.11,5.06,2.99,0
10810,1.0,62.1,57.0,4864,6.35,6.4,3.96,1
39334,0.4,60.6,56.0,1072,4.82,4.78,2.91,0
41960,0.23,64.1,58.0,505,3.85,3.89,2.48,0
2449,0.77,61.6,57.0,3189,5.87,5.91,3.63,0
32900,0.3,63.3,56.0,810,4.26,4.21,2.68,0
36029,0.41,62.5,58.0,923,4.78,4.75,2.98,0
31357,0.27,63.0,55.0,760,4.13,4.16,2.61,0
19365,0.4,63.0,59.0,622,4.64,4.69,2.94,0
25667,1.11,62.1,55.0,14584,6.63,6.64,4.12,4
20169,1.4,60.5,60.0,8624,7.22,7.16,4.35,2
28631,0.32,60.9,56.0,434,4.41,4.45,2.7,0
5281,0.9,60.9,57.0,3798,6.2,6.24,3.79,1
28919,0.3,63.8,56.0,684,4.27,4.29,2.73,0
30747,0.38,61.2,56.0,740,4.67,4.71,2.87,0
44211,0.91,67.0,62.0,1570,5.97,5.89,3.98,0
43932,0.3,62.0,56.0,515,4.29,4.32,2.67,0
16385,1.23,62.3,58.0,6542,6.79,6.83,4.24,1
29706,0.31,60.0,62.0,707,4.4,4.44,2.65,0
53320,0.8,61.5,56.0,2652,5.93,5.98,3.66,0
5700,0.3,63.4,56.0,574,4.29,4.26,2.71,0
3064,0.73,62.3,56.0,3311,5.8,5.75,3.6,0
38038,0.39,62.0,56.0,1010,4.72,4.64,2.9,0
5680,1.01,62.5,59.0,3886,6.31,6.37,3.96,1
42175,0.59,62.2,55.0,1286,5.38,5.4,3.35,0
41074,0.41,60.6,58.0,1192,4.84,4.79,2.92,0
7050,0.33,62.5,55.0,579,4.42,4.45,2.77,0
12382,0.35,61.5,55.0,598,4.56,4.58,2.81,0
41626,0.24,62.5,54.0,504,3.97,4.0,2.49,0
28012,0.3,61.9,59.0,658,4.29,4.33,2.67,0
16469,1.2,63.3,57.0,6580,6.69,6.64,4.22,1
4710,0.31,62.2,60.0,571,4.3,4.32,2.68,0
17521,1.04,61.8,58.0,7049,6.5,6.55,4.03,1
40957,0.42,61.2,57.0,1179,4.78,4.82,2.94,0
15692,0.29,61.9,56.0,607,4.24,4.25,2.62,0
23179,1.5,59.9,60.0,11189,7.44,7.39,4.44,3
20672,1.3,61.5,55.0,8954,7.07,7.03,4.34,2
51764,0.7,60.3,59.0,2409,5.73,5.82,3.48,0
1566,0.72,60.4,56.0,3005,5.8,5.86,3.52,0
5380,0.34,59.2,61.0,574,4.58,4.57,2.71,0
19510,1.5,57.9,61.0,8144,7.47,7.51,4.34,2
33590,0.37,59.9,59.0,833,4.7,4.68,2.81,0
25771,1.51,60.8,54.0,14733,7.4,7.48,4.52,4
23140,1.51,59.3,58.0,11161,7.32,7.49,4.39,3
10791,1.07,62.6,61.0,4861,6.42,6.49,4.04,1
37573,0.4,60.1,57.0,990,4.78,4.83,2.89,0
16358,0.3,64.1,57.0,608,4.25,4.21,2.71,0
3465,0.91,58.0,59.0,3392,6.45,6.38,3.72,0
53807,0.72,63.1,57.0,2732,5.74,5.71,3.61,0
44782,0.59,62.8,59.0,1623,5.28,5.33,3.33,0
43000,0.5,60.9,57.0,1368,5.15,5.12,3.12,0
3419,0.36,60.9,59.0,568,4.58,4.62,2.8,0
16540,0.63,62.5,55.0,6607,5.5,5.47,3.43,1
15216,1.01,61.5,60.0,6108,6.45,6.42,3.96,1
32785,0.32,61.1,59.0,804,4.39,4.42,2.69,0
8785,1.0,62.6,57.0,4469,6.4,6.37,4.0,1
26234,1.42,58.4,62.0,15665,7.35,7.38,4.3,4
52795,0.7,59.1,62.0,2569,5.74,5.8,3.41,0
6742,0.33,62.2,56.0,579,4.43,4.44,2.76,0
27289,2.0,57.7,61.0,17760,8.31,8.19,4.76,4
44398,0.5,60.9,59.0,1583,5.14,5.11,3.12,0
51975,0.26,59.0,61.0,547,4.17,4.2,2.47,0
48551,0.51,61.6,57.0,1989,5.13,5.1,3.15,0
21043,0.31,61.4,58.0,625,4.32,4.35,2.66,0
2511,0.73,62.0,57.0,3200,5.73,5.75,3.56,0
14577,1.2,62.5,56.0,5884,6.66,6.74,4.19,1
34767,0.41,62.8,57.0,876,4.73,4.7,2.96,0
12794,0.9,61.9,56.0,5335,6.15,6.22,3.83,1
32019,0.31,58.8,59.0,778,4.44,4.47,2.62,0
814,0.9,59.8,62.0,2863,6.24,6.21,3.72,0
8672,1.02,71.8,56.0,4455,6.04,5.97,4.31,1
49518,0.71,61.5,56.0,2122,5.71,5.74,3.52,0
49400,0.5,62.0,55.0,2105,5.08,5.11,3.16,0
37362,0.4,61.1,58.0,982,4.74,4.76,2.9,0
52675,0.88,57.4,67.0,2550,6.49,6.36,3.69,0
33936,0.3,60.4,57.0,464,4.36,4.38,2.64,0
26748,1.6,59.8,54.0,16547,7.75,7.63,4.6,4
14513,1.12,62.8,55.0,5863,6.66,6.61,4.17,1
28778,0.39,64.3,55.0,681,4.56,4.64,2.96,0
38634,0.31,59.7,61.0,489,4.39,4.42,2.63,0
45734,0.52,61.0,56.0,1699,5.15,5.23,3.17,0
53084,0.56,61.7,58.0,2612,5.26,5.3,3.26,0
22560,1.23,59.3,59.0,10609,6.98,7.01,4.15,2
11696,1.25,62.6,54.0,5067,6.94,6.9,4.33,1
39798,0.38,59.7,62.0,1096,4.71,4.74,2.82,0
30867,0.33,60.8,62.0,743,4.46,4.42,2.7,0
28574,0.3,62.2,60.0,675,4.29,4.23,2.65,0
45239,0.53,61.0,56.0,1659,5.26,5.29,3.22,0
44420,0.51,61.0,56.0,1588,5.17,5.19,3.16,0
40711,0.62,61.0,62.0,1159,5.47,5.42,3.32,0
4203,0.78,61.0,55.0,3564,5.94,5.96,3.63,1
14965,1.01,59.1,58.0,6027,6.63,6.56,3.9,1
5447,1.2,60.9,60.0,3830,6.91,6.81,4.18,1
46743,0.72,64.1,58.0,1799,5.68,5.65,3.63,0
19590,1.52,62.2,55.0,8217,7.35,7.42,4.59,2
26764,1.69,58.7,59.0,16583,7.87,7.78,4.59,4
44554,0.52,62.5,58.0,1605,5.17,5.13,3.22,0
48943,0.8,62.7,61.0,2045,5.89,5.84,3.68,0
34348,0.35,60.1,57.0,862,4.58,4.61,2.76,0
6177,0.81,63.1,56.0,3992,5.99,5.9,3.75,1
43287,0.31,61.7,55.0,507,4.34,4.38,2.69,0
16471,1.2,61.5,57.0,6581,6.91,6.82,4.22,1
52986,0.71,61.5,54.0,2594,5.74,5.8,3.55,0
26087,2.03,61.9,59.0,15322,8.14,8.09,5.02,4
41741,0.5,62.8,56.0,1243,5.06,5.03,3.17,0
6282,1.01,62.5,61.0,4017,6.37,6.33,3.97,1
26857,1.75,62.6,56.0,16783,7.72,7.65,4.81,4
27997,0.3,61.7,58.0,658,4.32,4.34,2.67,0
45566,0.52,59.5,57.0,1689,5.25,5.27,3.13,0
6093,0.9,61.2,54.0,3975,6.25,6.29,3.84,1
11850,0.9,59.8,60.0,5102,6.23,6.28,3.74,1
46929,0.52,62.3,55.0,1815,5.16,5.14,3.21,0
27695,0.4,62.1,57.0,648,4.72,4.75,2.94,0
35012,0.4,61.4,58.0,882,4.81,4.77,2.94,0
15458,1.0,61.2,61.0,6190,6.35,6.39,3.9,1
9456,0.9,63.8,55.0,4598,6.11,6.18,3.92,1
35658,0.31,63.2,58.0,907,4.32,4.26,2.71,0
7175,1.01,61.8,58.0,4185,6.45,6.37,3.96,1
44032,0.72,60.1,64.0,1547,5.75,5.83,3.48,0
15073,1.21,63.3,57.0,6058,6.77,6.7,4.26,1
47969,0.52,61.8,55.0,1919,5.19,5.16,3.2,0
36717,0.42,61.2,56.0,954,4.84,4.86,2.97,0
4271,0.71,57.8,62.0,3583,5.82,5.95,3.4,1
46000,0.55,61.2,57.0,1725,5.22,5.27,3.21,0
20651,1.25,62.2,57.0,8941,6.84,6.88,4.27,2
49833,0.5,59.3,56.0,2168,5.25,5.3,3.13,0
52554,0.7,62.0,57.0,2535,5.71,5.67,3.53,0
40839,0.5,61.4,61.0,1172,5.14,5.09,3.14,0
2266,0.95,63.4,55.0,3154,6.25,6.21,3.95,0
51388,0.71,60.6,56.0,2368,5.76,5.82,3.51,0
51138,0.51,62.6,57.0,2341,5.1,5.06,3.18,0
52953,0.24,59.2,59.0,552,4.04,4.07,2.4,0
47567,0.51,61.8,56.0,1875,5.1,5.16,3.17,0
18877,1.02,62.2,60.0,7741,6.43,6.39,3.99,2
51991,0.59,64.4,56.0,2443,5.31,5.28,3.41,0
29334,0.31,61.5,61.0,698,4.34,4.31,2.66,0
28374,0.24,60.6,59.0,668,4.02,4.0,2.43,0
35941,0.33,62.2,54.0,475,4.42,4.45,2.76,0
12335,1.22,62.5,58.0,5226,6.8,6.76,4.24,1
30373,0.36,63.7,55.0,729,4.52,4.49,2.87,0
52494,0.51,62.3,53.7,2524,5.1,5.12,3.19,0
51549,0.52,60.6,57.0,2387,5.21,5.26,3.17,0
7808,0.85,62.0,55.0,4293,6.08,6.14,3.78,1
38176,0.53,62.5,60.0,1015,5.16,5.18,3.23,0
9693,0.32,61.9,55.0,589,4.39,4.4,2.72,0
27618,2.01,63.2,58.0,18507,7.93,8.01,5.04,4
14828,1.01,63.1,57.0,5973,6.4,6.37,4.03,1
37300,0.54,61.3,58.0,978,5.24,5.27,3.22,0
48908,0.54,61.3,56.0,2041,5.25,5.27,3.23,0
53283,0.3,62.0,60.0,552,4.26,4.29,2.65,0
21731,1.17,62.2,53.0,9799,6.76,6.79,4.21,2
30416,0.32,62.3,58.0,730,4.35,4.38,2.72,0
48207,0.7,59.4,61.0,1948,5.77,5.81,3.44,0
43139,0.58,63.8,56.0,1388,5.3,5.33,3.39,0
584,0.63,61.9,57.0,2835,5.47,5.51,3.4,0
32142,0.32,61.8,56.0,786,4.39,4.41,2.72,0
26198,1.02,63.0,57.0,15575,6.39,6.35,4.01,4
10333,1.01,58.6,58.0,4766,6.52,6.58,3.84,1
45460,0.52,61.2,55.0,1675,5.2,5.23,3.19,0
46903,0.56,61.9,58.0,1814,5.33,5.27,3.28,0
44712,0.5,61.4,55.0,1614,5.13,5.16,3.16,0
4331,1.02,62.6,60.0,3599,6.42,6.39,4.01,1
16307,1.2,62.8,60.0,6526,6.71,6.79,4.24,1
2918,0.91,62.1,55.0,3287,6.16,6.21,3.84,0
45681,0.53,61.9,55.0,1695,5.22,5.25,3.24,0
33616,0.31,62.6,58.0,462,4.29,4.34,2.7,0
37452,0.35,62.2,56.0,984,4.53,4.51,2.81,0
30160,0.4,63.3,57.0,720,4.68,4.71,2.97,0
12915,1.2,63.5,61.0,5376,6.75,6.71,4.27,1
21730,1.03,62.0,56.0,9798,6.46,6.55,4.03,2
7600,0.9,63.6,58.0,4258,6.1,6.14,3.89,1
43551,0.52,60.3,57.0,1429,5.2,5.24,3.15,0
47591,0.51,60.1,59.0,1877,5.16,5.19,3.11,0
32082,0.33,62.3,57.0,781,4.41,4.45,2.76,0
29600,0.35,63.0,55.0,706,4.48,4.5,2.83,0
31242,0.31,61.6,55.0,757,4.38,4.39,2.7,0
27714,0.36,61.5,58.0,648,4.61,4.56,2.82,0
23764,2.04,58.0,58.0,11820,8.45,8.36,4.88,3
30991,0.37,59.8,59.0,746,4.63,4.66,2.78,0
9676,1.52,69.7,55.0,4648,6.92,6.89,4.81,1
28452,0.38,62.0,54.0,671,4.66,4.72,2.91,0
9899,1.21,62.3,59.0,4686,6.82,6.77,4.23,1
14407,1.14,61.0,60.0,5819,6.67,6.74,4.09,1
47101,0.7,61.6,57.0,1826,5.68,5.65,3.49,0
46063,0.7,61.3,59.0,1735,5.73,5.75,3.52,0
33496,0.32,62.4,56.0,828,4.37,4.35,2.72,0
33816,0.32,59.9,58.0,842,4.45,4.5,2.68,0
42662,0.39,61.3,56.0,1333,4.71,4.75,2.9,0
34927,0.28,62.6,60.0,373,4.12,4.15,2.59,0
47136,0.6,61.5,56.0,1830,5.51,5.39,3.35,0
46215,0.55,61.6,55.0,1752,5.31,5.25,3.25,0
47672,0.51,61.9,56.0,1882,5.14,5.11,3.17,0
14891,1.29,62.0,58.0,5996,7.03,6.97,4.34,1
23748,1.54,59.3,60.0,11795,7.58,7.54,4.48,3
4164,0.9,60.8,55.0,3552,6.25,6.28,3.81,1
46307,0.3,62.9,57.0,526,4.26,4.29,2.69,0
35850,0.33,61.6,55.0,917,4.43,4.47,2.74,0
49160,0.69,57.8,66.0,2070,5.9,5.84,3.39,0
51897,0.71,62.6,56.0,2432,5.68,5.72,3.57,0
27868,0.42,63.1,56.0,653,4.74,4.8,3.01,0
7375,1.16,62.5,58.0,4222,6.73,6.67,4.19,1
20131,1.12,62.5,56.0,8592,6.59,6.66,4.14,2
29455,0.32,60.8,55.0,702,4.42,4.49,2.71,0
44903,0.5,63.4,59.0,1629,5.09,5.06,3.22,0
40882,0.38,61.9,57.0,1176,4.65,4.63,2.87,0
9473,1.03,61.1,59.0,4603,6.56,6.5,3.99,1
49202,0.55,61.9,55.0,2079,5.3,5.24,3.25,0
2648,0.59,61.8,57.0,3234,5.37,5.41,3.33,0
26163,2.11,61.0,57.0,15486,8.37,8.29,5.08,4
50709,0.56,62.5,56.0,2292,5.26,5.3,3.3,0
47557,0.7,62.4,55.0,1874,5.68,5.7,3.55,0
5255,1.01,61.4,63.0,3792,6.33,6.38,3.9,1
35720,0.3,61.6,57.0,911,4.33,4.3,2.66,0
20064,0.31,62.6,55.0,625,4.29,4.33,2.7,0
31033,0.31,63.0,57.0,749,4.33,4.27,2.71,0
14164,1.2,62.7,56.0,5746,6.78,6.75,4.24,1
13908,1.01,63.3,56.0,5662,6.36,6.34,4.02,1
13991,2.01,67.4,58.0,5696,7.71,7.64,5.17,1
13762,1.1,61.6,56.0,5610,6.59,6.68,4.09,1
37496,0.53,59.9,58.0,984,5.31,5.27,3.17,0
30544,0.31,61.6,56.0,734,4.35,4.38,2.69,0
43100,0.53,62.3,58.0,1383,5.26,5.18,3.25,0
35743,0.3,60.3,60.0,911,4.31,4.28,2.59,0
26344,0.32,61.8,55.0,645,4.42,4.45,2.74,0
38851,0.4,61.7,59.0,1050,4.76,4.73,2.93,0
33258,0.3,63.3,61.0,825,4.21,4.23,2.67,0
24526,1.91,62.2,55.0,12816,7.94,7.9,4.93,3
24191,1.6,61.2,58.6,12378,7.48,7.63,4.62,3
42537,0.4,62.2,55.0,1323,4.74,4.72,2.94,0
26596,2.04,60.0,60.0,16319,8.21,8.17,4.91,4
19955,1.21,61.0,58.0,8504,6.88,6.82,4.18,2
49789,0.77,62.4,63.0,2162,5.84,5.8,3.63,0
22287,1.58,61.1,55.0,10338,7.48,7.53,4.59,2
5916,0.71,61.8,56.0,3936,5.71,5.68,3.52,1
20479,1.25,62.6,58.0,8820,6.87,6.8,4.28,2
50528,0.75,60.9,58.0,2274,5.88,5.91,3.59,0
26404,2.4,59.7,58.0,15920,8.75,8.71,5.21,4
11043,0.25,62.1,57.0,595,4.01,4.04,2.5,0
51443,0.7,58.6,62.0,2375,5.83,5.8,3.41,0
25168,1.51,60.9,57.0,13752,7.39,7.46,4.52,3
22798,1.22,61.8,56.0,10823,6.84,6.88,4.24,2
29467,0.32,61.4,56.0,702,4.4,4.43,2.71,0
7811,1.18,63.5,57.0,4294,6.68,6.74,4.26,1
45698,0.59,61.6,55.0,1698,5.4,5.45,3.34,0
52262,0.73,61.7,53.0,2490,5.8,5.84,3.59,0
4937,0.9,60.7,59.0,3730,6.26,6.19,3.78,1
18012,1.07,61.5,56.0,7286,6.58,6.62,4.06,2
30799,0.3,62.8,57.0,742,4.27,4.3,2.69,0
825,0.71,62.2,55.0,2866,5.74,5.7,3.56,0
38218,0.43,60.2,60.0,1016,4.94,4.89,2.96,0
51861,0.52,59.8,55.0,2426,5.28,5.35,3.18,0
43691,0.5,63.2,58.0,1436,5.0,5.03,3.17,0
16505,2.1,64.6,58.0,6597,8.05,8.01,5.19,1
24193,1.83,62.0,57.0,12379,7.81,7.89,4.87,3
24773,1.51,62.7,59.0,13134,7.31,7.23,4.56,3
42693,0.54,60.1,57.0,1338,5.28,5.33,3.19,0
10781,0.93,60.5,54.0,4858,6.4,6.38,3.87,1
18120,1.13,64.5,55.0,7335,6.62,6.56,4.25,2
4043,1.05,60.6,56.0,3528,6.59,6.55,3.98,0
35887,0.32,61.6,55.0,918,4.4,4.43,2.72,0
19328,1.53,62.4,58.0,8034,7.32,7.38,4.59,2
37686,0.43,63.4,55.0,993,4.84,4.78,3.05,0
30091,0.32,63.0,57.0,720,4.39,4.37,2.76,0
