,carat,depth,table,price,x,y,z,y_train
38525,0.34,62.0,56.0,1033,4.52,4.48,2.79,0
41425,0.51,63.4,57.0,1227,5.09,5.06,3.22,0
43249,0.38,61.3,56.0,1400,4.65,4.71,2.87,0
34068,0.5,61.9,58.0,851,5.15,5.05,3.15,0
47326,0.23,61.9,58.0,530,3.91,3.94,2.43,0
44890,0.5,62.1,57.0,1629,5.1,5.05,3.15,0
40685,0.53,63.6,56.0,1156,5.19,5.1,3.27,0
27176,2.48,63.0,62.0,17448,8.58,8.62,5.42,4
26792,2.38,58.2,60.0,16643,8.81,8.78,5.12,4
27083,2.05,62.7,56.0,17214,8.18,8.11,5.11,4
28751,0.31,62.9,57.0,680,4.3,4.35,2.72,0
19390,1.58,61.6,57.0,8057,7.47,7.54,4.62,2
42704,0.52,58.6,61.0,1338,5.3,5.28,3.1,0
42311,0.41,60.3,56.0,1295,4.8,4.85,2.91,0
50690,0.53,60.6,58.0,2290,5.26,5.2,3.17,0
14686,1.27,62.9,54.0,5925,6.87,6.9,4.33,1
53597,0.78,62.4,54.0,2700,5.95,5.9,3.7,0
50596,0.71,62.3,56.0,2283,5.69,5.65,3.53,0
24790,2.0,60.8,62.0,13162,8.12,8.09,4.93,3
11888,1.01,63.2,59.0,5113,6.36,6.32,4.01,1
45987,0.3,63.3,56.0,526,4.26,4.3,2.71,0
7843,1.09,59.3,57.0,4303,6.79,6.74,4.01,1
11906,0.9,62.3,57.0,5122,6.13,6.16,3.83,1
50737,0.52,62.2,56.0,2296,5.16,5.13,3.2,0
35492,0.41,61.6,57.0,904,4.8,4.78,2.95,0
34211,0.33,62.3,54.0,855,4.46,4.43,2.77,0
20072,1.51,62.6,63.0,8550,7.24,7.29,4.55,2
27782,0.3,58.5,64.0,648,4.42,4.37,2.57,0
47959,0.7,60.6,57.0,1919,5.73,5.78,3.49,0
46050,0.57,60.7,58.0,1732,5.37,5.33,3.25,0
7925,1.04,62.1,56.0,4316,6.48,6.41,4.01,1
30557,0.31,60.4,56.0,734,4.39,4.42,2.66,0
26555,2.2,63.3,58.0,16239,8.25,8.22,5.21,4
1869,0.92,59.0,63.0,3070,6.3,6.35,3.73,0
51343,0.75,59.0,58.0,2363,5.95,5.99,3.52,0
35572,0.35,61.4,56.0,906,4.56,4.53,2.79,0
26067,2.25,62.4,61.0,15287,8.29,8.35,5.19,4
25732,2.53,62.6,60.0,14659,8.66,8.55,5.39,4
20997,1.13,61.2,57.0,9214,6.72,6.65,4.09,2
53473,0.76,61.5,57.0,2680,5.83,5.87,3.6,0
53250,0.5,62.0,55.0,2645,5.09,5.13,3.17,0
18607,1.54,61.2,59.0,7589,7.45,7.41,4.55,2
44974,0.32,62.4,54.0,523,4.38,4.4,2.74,0
49034,0.7,61.9,58.0,2054,5.67,5.7,3.52,0
36611,0.32,59.6,60.0,477,4.43,4.46,2.65,0
33870,0.3,61.2,55.0,844,4.35,4.31,2.65,0
7275,1.0,60.5,59.0,4200,6.54,6.49,3.94,1
13165,1.24,61.4,63.0,5444,6.89,6.88,4.23,1
19761,1.6,59.4,59.0,8333,7.6,7.55,4.5,2
25668,1.5,61.5,58.0,14586,7.32,7.34,4.51,4
41535,0.42,61.4,56.0,1235,4.83,4.81,2.96,0
12309,1.07,62.1,57.0,5220,6.5,6.55,4.05,1
22528,1.21,61.3,57.0,10568,6.83,6.85,4.19,2
51693,0.76,61.8,57.0,2399,5.89,5.83,3.62,0
49140,0.56,61.1,57.0,2066,5.37,5.33,3.27,0
49322,0.72,61.4,61.0,2093,5.7,5.77,3.52,0
4722,0.33,62.8,58.0,572,4.43,4.39,2.77,0
12178,1.02,61.5,58.0,5183,6.46,6.51,3.99,1
51049,0.75,60.7,62.0,2331,5.87,5.82,3.55,0
30030,0.39,63.3,54.0,718,4.62,4.67,2.94,0
26777,2.01,59.9,65.0,16624,8.0,8.07,4.81,4
16786,1.5,59.1,64.0,6687,7.32,7.43,4.36,1
18915,1.56,61.7,58.0,7763,7.41,7.46,4.59,2
40118,0.41,61.0,56.0,1115,4.78,4.82,2.93,0
16096,1.23,61.5,56.0,6435,6.86,6.89,4.23,1
50378,0.75,63.0,58.0,2250,5.81,5.77,3.62,0
16739,0.28,61.4,55.0,612,4.22,4.25,2.6,0
24871,1.57,58.3,58.0,13288,7.72,7.68,4.49,3
26642,2.0,60.3,56.0,16425,8.08,8.11,4.88,4
11004,1.2,65.1,58.0,4915,6.62,6.56,4.29,1
49239,0.58,62.2,62.0,2084,5.37,5.44,3.36,0
6092,0.9,62.2,57.0,3975,6.11,6.15,3.81,1
35632,0.3,63.4,54.0,473,4.29,4.32,2.73,0
46680,0.58,63.0,57.0,1790,5.31,5.35,3.36,0
490,0.72,62.4,59.0,2822,5.77,5.7,3.58,0
17390,0.32,61.8,55.0,612,4.42,4.38,2.72,0
17399,0.32,61.6,57.0,612,4.42,4.38,2.71,0
25367,0.32,59.6,56.0,642,4.48,4.51,2.68,0
14840,1.26,62.9,59.0,5976,6.82,6.85,4.3,1
6279,0.9,59.3,56.0,4016,6.27,6.32,3.73,1
33891,0.3,62.3,58.0,844,4.32,4.28,2.68,0
45101,0.5,61.9,54.0,1648,5.13,5.14,3.18,0
8348,1.02,62.4,55.0,4398,6.44,6.47,4.03,1
29418,0.38,61.3,60.0,700,4.62,4.65,2.84,0
28405,0.35,60.8,58.0,669,4.57,4.51,2.76,0
27048,0.32,61.2,59.0,645,4.4,4.42,2.7,0
17228,0.97,58.1,60.0,6889,6.49,6.53,3.78,1
35380,0.41,61.5,58.0,899,4.76,4.8,2.94,0
594,0.76,60.9,55.0,2838,5.92,5.94,3.61,0
30565,0.31,61.2,55.0,734,4.37,4.39,2.68,0
30357,0.32,61.2,57.0,729,4.38,4.41,2.69,0
11822,1.12,59.8,61.0,5094,6.72,6.85,4.06,1
52786,0.72,63.0,57.0,2567,5.74,5.69,3.6,0
35733,0.3,62.0,58.0,911,4.32,4.29,2.67,0
8417,1.51,60.9,56.0,4404,7.38,7.26,4.46,1
18288,1.01,61.6,57.0,7430,6.41,6.45,3.96,2
50819,0.71,61.5,57.0,2308,5.74,5.78,3.54,0
4849,0.71,61.9,56.0,3710,5.7,5.74,3.54,1
14893,0.96,58.7,58.0,5997,6.47,6.51,3.81,1
27931,0.26,62.9,54.0,430,4.06,4.08,2.56,0
41863,0.4,61.1,56.0,1257,4.76,4.79,2.92,0
19181,1.06,61.6,56.3,7934,6.53,6.56,4.03,2
22312,1.5,64.5,57.0,10352,7.15,7.09,4.59,2
7859,1.01,62.5,58.0,4306,6.35,6.38,3.98,1
5497,0.9,62.6,58.0,3844,6.09,6.15,3.83,1
53821,0.71,59.9,58.0,2735,5.81,5.78,3.47,0
18414,1.07,62.1,54.0,7485,6.56,6.59,4.08,2
33182,0.41,62.3,61.0,818,4.75,4.72,2.95,0
24047,0.38,60.2,58.0,633,4.69,4.75,2.84,0
25126,2.02,59.9,58.0,13677,8.18,8.14,4.89,3
8925,0.9,62.3,58.0,4497,6.14,6.16,3.83,1
26681,0.3,61.1,61.0,427,4.33,4.38,2.66,0
50953,0.95,64.9,56.0,2322,6.17,6.12,3.99,0
6548,1.01,65.7,54.0,4072,6.32,6.28,4.14,1
34369,0.41,62.3,57.0,863,4.75,4.78,2.97,0
3477,1.01,60.9,59.0,3394,6.42,6.35,3.89,0
41557,0.53,61.2,55.0,1237,5.21,5.34,3.23,0
41175,0.4,61.2,56.0,1200,4.79,4.75,2.92,0
14071,1.04,63.7,58.0,5708,6.43,6.39,4.08,1
27389,0.41,62.7,57.0,647,4.72,4.75,2.97,0
25224,2.04,62.4,57.0,13825,8.04,8.19,5.06,3
6367,0.32,61.3,60.0,576,4.42,4.36,2.69,0
25107,2.02,61.4,57.0,13642,8.18,8.08,4.99,3
38539,0.34,62.3,55.0,1033,4.48,4.45,2.78,0
48022,0.53,61.3,57.0,1922,5.18,5.22,3.19,0
50598,0.61,61.8,57.0,2283,5.43,5.47,3.37,0
8696,1.02,64.1,58.0,4459,6.25,6.32,4.03,1
50794,0.7,61.6,56.1,2306,5.72,5.77,3.53,0
47674,0.51,62.1,56.0,1882,5.16,5.11,3.19,0
22864,2.0,60.9,54.0,10907,8.12,8.17,4.96,2
19453,1.21,63.8,56.0,8099,6.74,6.67,4.28,2
3880,0.9,62.9,60.0,3484,6.09,6.05,3.82,0
15444,1.0,62.9,59.0,6183,6.4,6.47,4.02,1
39990,0.41,60.8,56.0,1107,4.81,4.8,2.92,0
12015,0.83,62.2,56.0,5151,5.99,6.03,3.74,1
53740,0.77,59.8,56.0,2723,6.01,5.96,3.58,0
607,0.7,61.6,54.0,2839,5.75,5.72,3.53,0
24868,1.5,62.4,59.0,13287,7.21,7.27,4.52,3
37254,0.31,62.4,55.0,977,4.36,4.33,2.71,0
7377,0.76,60.6,60.0,4223,5.85,5.89,3.56,1
17452,1.01,63.3,60.0,6999,6.32,6.35,4.01,1
46889,0.47,62.1,54.0,1814,4.99,5.02,3.11,0
37791,0.3,61.1,57.0,1000,4.34,4.36,2.66,0
14696,1.0,58.7,62.0,5929,6.51,6.6,3.85,1
17809,1.23,60.2,63.0,7177,6.95,6.91,4.17,1
20995,1.02,61.9,57.0,9212,6.53,6.42,4.01,2
17155,1.09,61.8,55.0,6849,6.65,6.58,4.09,1
19611,1.32,62.1,57.0,8231,7.02,7.05,4.37,2
53195,0.7,60.0,57.0,2633,5.8,5.84,3.49,0
11561,1.01,63.1,56.0,5034,6.41,6.36,4.03,1
15772,1.3,63.4,57.0,6307,6.93,6.88,4.38,1
39073,0.5,63.2,60.0,1059,5.06,5.01,3.18,0
46174,0.5,62.3,60.0,1746,5.09,5.05,3.16,0
51716,0.7,61.6,65.0,2401,5.71,5.66,3.5,0
16458,1.23,60.6,59.0,6577,6.94,6.89,4.19,1
2065,0.32,62.4,58.0,561,4.35,4.4,2.73,0
39209,0.54,62.0,54.0,1065,5.23,5.28,3.26,0
24400,1.5,60.3,57.0,12641,7.42,7.33,4.45,3
21062,1.5,62.8,59.0,9240,7.29,7.19,4.55,2
38013,0.5,63.8,57.0,1009,4.98,5.02,3.19,0
4738,0.3,61.9,54.0,573,4.29,4.33,2.67,0
25016,2.22,59.2,59.0,13553,8.54,8.46,5.03,3
22531,1.23,61.8,56.0,10572,6.8,6.89,4.24,2
5630,0.9,63.0,61.0,3878,6.05,6.14,3.84,1
34178,0.33,61.6,57.0,854,4.45,4.41,2.73,0
19956,1.24,62.1,56.0,8504,6.87,6.91,4.28,2
45913,0.53,62.4,58.0,1721,5.16,5.2,3.23,0
29152,0.37,61.0,59.0,692,4.6,4.65,2.82,0
46277,0.52,58.3,59.0,1754,5.26,5.3,3.08,0
21758,3.11,65.9,57.0,9823,9.15,9.02,5.98,2
15126,1.32,62.1,57.0,6079,7.01,7.04,4.36,1
34046,0.46,62.1,54.7,851,4.95,4.98,3.08,0
22074,1.71,62.1,58.0,10096,7.64,7.56,4.72,2
19213,1.5,62.3,57.0,7955,7.28,7.22,4.52,2
9556,1.1,62.2,58.0,4620,6.69,6.6,4.13,1
13592,1.01,61.0,59.0,5560,6.39,6.46,3.92,1
39293,0.3,62.4,55.0,491,4.28,4.31,2.68,0
22040,0.31,59.2,60.0,628,4.45,4.4,2.62,0
46169,0.5,62.7,54.0,1746,5.1,5.07,3.19,0
13876,1.04,62.8,57.0,5650,6.5,6.43,4.06,1
3515,0.71,61.5,57.0,3404,5.7,5.74,3.52,0
6247,0.9,61.6,58.0,4008,6.16,6.21,3.81,1
7472,1.2,61.1,59.0,4234,6.81,6.78,4.15,1
23620,2.01,61.9,59.0,11646,8.13,7.97,4.98,3
51085,0.89,68.2,65.0,2334,5.82,5.74,3.94,0
50070,0.71,62.5,59.0,2202,5.75,5.71,3.58,0
29799,0.3,63.3,55.0,709,4.31,4.28,2.72,0
39534,0.4,60.6,55.0,1080,4.82,4.78,2.91,0
19212,1.21,62.1,56.0,7955,6.83,6.88,4.26,2
19396,1.16,62.5,55.0,8061,6.75,6.69,4.2,2
14933,1.0,61.6,56.0,6013,6.42,6.47,3.97,1
10156,1.02,61.6,58.0,4727,6.49,6.54,4.01,1
30333,0.33,60.9,56.0,727,4.46,4.5,2.73,0
24885,2.15,63.8,58.0,13317,8.23,8.08,5.2,3
10835,1.09,61.8,58.0,4871,6.63,6.58,4.08,1
51733,0.58,62.5,56.0,2401,5.34,5.29,3.32,0
4337,1.02,63.4,56.0,3599,6.42,6.36,4.05,1
43401,0.59,61.7,57.0,1412,5.39,5.43,3.34,0
4102,0.65,60.1,57.0,3536,5.61,5.65,3.38,1
48106,0.5,60.9,61.0,1935,5.13,5.11,3.12,0
5309,0.9,58.9,59.0,3803,6.31,6.26,3.7,1
27325,2.03,60.8,57.0,17864,8.18,8.24,4.99,4
12128,1.25,62.0,59.0,5170,6.87,6.9,4.27,1
339,0.78,60.8,58.0,2803,6.03,5.95,3.64,0
27729,2.0,57.9,60.0,18759,8.28,8.34,4.81,4
52070,0.96,59.1,62.0,2454,6.48,6.38,3.79,0
19991,1.01,61.8,55.0,8532,6.36,6.45,3.96,2
50332,0.7,64.0,53.0,2242,5.57,5.61,3.58,0
19878,1.12,57.9,57.0,8430,6.86,6.83,3.96,2
29021,0.31,62.1,54.0,687,4.38,4.41,2.73,0
45428,0.54,61.8,56.0,1669,5.22,5.23,3.23,0
33445,0.32,61.7,58.0,828,4.41,4.38,2.71,0
8429,1.03,58.6,61.0,4406,6.64,6.6,3.88,1
6651,0.9,62.7,62.0,4092,6.22,6.1,3.85,1
46820,0.5,61.2,55.0,1808,5.12,5.07,3.12,0
22160,1.24,59.9,61.0,10202,6.96,6.99,4.18,2
46503,0.53,62.3,67.0,1778,5.22,5.11,3.22,0
17727,0.39,61.0,55.0,614,4.74,4.77,2.9,0
50848,0.83,62.8,58.0,2311,6.0,5.95,3.75,0
45307,0.3,61.7,57.0,524,4.28,4.31,2.65,0
45824,0.55,61.7,56.0,1712,5.29,5.24,3.25,0
6568,1.0,59.1,61.0,4077,6.44,6.39,3.79,1
22343,1.24,61.4,58.0,10395,6.88,6.92,4.24,2
29574,0.41,61.1,62.0,705,4.76,4.83,2.93,0
39368,0.36,61.6,55.0,1074,4.57,4.59,2.82,0
20500,1.71,62.8,58.0,8831,7.48,7.55,4.72,2
13750,1.1,58.8,61.0,5606,6.73,6.67,3.94,1
11571,1.03,61.9,56.0,5037,6.54,6.48,4.03,1
1071,0.31,63.1,54.0,558,4.34,4.31,2.73,0
10608,1.1,61.6,56.0,4827,6.61,6.66,4.09,1
3898,0.89,60.5,59.0,3489,6.22,6.17,3.75,0
48534,0.54,61.6,54.0,1987,5.24,5.25,3.23,0
17062,0.32,59.6,60.0,612,4.46,4.43,2.65,0
37642,0.48,61.9,58.0,990,5.04,5.01,3.11,0
43815,0.51,61.0,58.0,1443,5.13,5.1,3.12,0
41829,0.46,61.5,55.0,1252,4.98,5.01,3.07,0
25510,1.72,62.4,60.0,14300,7.67,7.62,4.77,4
47503,0.58,61.9,54.0,1865,5.37,5.33,3.31,0
35832,0.44,61.9,54.0,915,4.89,4.93,3.04,0
46559,0.51,62.3,59.0,1781,5.12,5.06,3.17,0
40222,0.4,60.9,57.0,1123,4.76,4.8,2.91,0
11069,0.34,62.7,55.0,596,4.46,4.47,2.8,0
22129,1.5,62.2,59.0,10164,7.27,7.3,4.53,2
23584,1.24,61.1,56.0,11601,6.94,6.97,4.25,3
11016,1.14,62.2,57.0,4916,6.73,6.67,4.17,1
44158,0.6,63.7,57.4,1565,5.36,5.41,3.42,0
4944,1.19,61.5,57.0,3732,6.83,6.79,4.19,1
35941,0.33,62.2,54.0,475,4.42,4.45,2.76,0
1110,0.73,61.4,58.0,2914,5.76,5.8,3.55,0
11464,1.01,63.1,59.0,5010,6.3,6.37,4.0,1
17154,1.21,59.3,60.0,6849,6.93,6.99,4.13,1
52196,0.7,61.8,58.0,2479,5.66,5.64,3.49,0
25900,2.8,61.1,59.0,15030,9.03,8.98,5.5,4
29439,0.32,63.8,55.0,701,4.33,4.39,2.78,0
38673,0.44,62.2,60.0,1040,4.86,4.79,3.0,0
19333,1.16,62.1,57.0,8038,6.7,6.73,4.17,2
52014,0.7,63.1,60.0,2445,5.62,5.63,3.55,0
943,0.7,62.6,59.0,2887,5.66,5.69,3.55,0
11862,1.03,59.2,60.0,5105,6.62,6.58,3.91,1
49390,0.59,61.9,56.0,2103,5.39,5.34,3.32,0
30221,0.33,61.0,60.0,723,4.42,4.47,2.71,0
42022,0.52,63.7,58.0,1267,5.11,5.13,3.26,0
5511,0.91,62.7,59.0,3848,6.17,6.21,3.88,1
28962,0.31,59.9,60.0,435,4.41,4.44,2.65,0
19633,1.13,62.0,54.0,8253,6.66,6.7,4.14,2
16834,1.01,62.9,60.0,6714,6.36,6.4,4.01,1
12298,1.21,62.8,57.0,5218,6.74,6.67,4.21,1
25970,1.51,60.5,56.0,15164,7.42,7.45,4.5,4
5901,0.92,62.4,59.0,3932,6.17,6.14,3.84,1
13520,1.2,63.3,55.0,5544,6.73,6.77,4.27,1
29308,0.25,62.7,54.0,438,4.05,4.08,2.55,0
25173,1.51,62.2,58.0,13757,7.33,7.27,4.54,3
29008,0.34,61.2,59.0,686,4.47,4.52,2.75,0
43325,0.51,60.6,57.0,1403,5.15,5.18,3.13,0
21545,1.02,62.4,56.0,9645,6.44,6.42,4.01,2
7599,1.01,61.8,56.0,4257,6.43,6.38,3.96,1
2198,0.72,62.4,57.0,3139,5.71,5.76,3.58,0
13107,1.02,62.1,55.0,5426,6.46,6.49,4.02,1
12264,1.0,59.3,61.0,5208,6.47,6.45,3.83,1
20959,1.5,60.2,65.0,9173,7.37,7.34,4.43,2
29193,0.38,61.0,56.0,694,4.68,4.69,2.86,0
11983,1.06,61.2,57.0,5142,6.58,6.68,4.06,1
20341,1.45,60.5,60.0,8740,7.27,7.16,4.37,2
36413,0.31,60.4,57.0,942,4.4,4.37,2.65,0
47366,0.78,61.1,59.0,1846,5.91,5.88,3.6,0
49154,0.59,62.2,56.0,2070,5.4,5.37,3.35,0
37400,0.46,62.3,53.0,983,4.96,4.99,3.1,0
29137,0.32,62.7,55.0,692,4.37,4.4,2.75,0
27258,2.0,61.6,59.0,17674,8.09,8.2,5.02,4
5652,1.26,64.9,60.0,3881,6.7,6.62,4.32,1
6185,0.91,64.4,60.0,3994,6.05,6.1,3.91,1
51724,0.7,60.3,56.0,2401,5.73,5.77,3.47,0
13983,1.24,59.9,60.0,5694,7.02,7.0,4.2,1
49109,0.98,62.5,60.0,2064,6.31,6.25,3.93,0
47072,0.52,61.9,57.0,1822,5.14,5.17,3.19,0
11807,1.04,61.0,58.0,5090,6.6,6.54,4.01,1
43564,0.59,62.3,55.0,1431,5.37,5.39,3.35,0
21296,1.5,63.5,59.0,9450,7.28,7.25,4.61,2
4031,0.71,60.5,56.0,3527,5.81,5.84,3.53,0
50818,0.71,62.4,54.0,2308,5.72,5.75,3.58,0
35254,0.3,63.5,55.0,895,4.26,4.28,2.71,0
41529,0.42,61.1,56.0,1235,4.87,4.82,2.96,0
27821,0.34,63.4,57.0,650,4.45,4.42,2.81,0
9405,1.03,61.6,58.0,4586,6.46,6.43,3.97,1
49913,0.7,61.1,56.0,2183,5.71,5.78,3.51,0
4192,1.0,59.2,61.0,3562,6.59,6.51,3.87,1
21683,1.6,60.2,58.0,9784,7.63,7.56,4.57,2
43637,0.38,61.1,56.0,1433,4.67,4.72,2.87,0
49578,0.58,61.8,56.0,2133,5.35,5.36,3.31,0
48561,0.56,61.2,56.0,1991,5.31,5.38,3.27,0
30312,0.4,61.3,56.0,726,4.75,4.78,2.92,0
10025,0.3,60.8,65.0,414,4.26,4.29,2.6,0
1149,0.75,62.3,58.0,2923,5.78,5.81,3.61,0
34464,0.31,60.2,61.0,865,4.4,4.43,2.66,0
12642,1.01,61.2,61.0,5294,6.44,6.41,3.93,1
6002,1.01,62.5,58.0,3959,6.39,6.35,3.98,1
27628,2.14,61.5,57.0,18528,8.36,8.29,5.12,4
47983,0.3,62.1,56.0,533,4.27,4.31,2.66,0
4645,0.91,61.9,57.0,3669,6.24,6.19,3.85,1
23122,1.56,61.2,57.0,11148,7.52,7.48,4.59,3
52297,0.25,62.6,57.0,548,3.98,4.01,2.5,0
32663,0.31,62.6,58.0,802,4.31,4.28,2.69,0
30611,0.3,63.4,56.0,447,4.26,4.29,2.71,0
27814,0.28,62.4,55.0,650,4.17,4.2,2.61,0
11176,1.0,61.9,58.0,4953,6.3,6.37,3.92,1
33258,0.3,63.3,61.0,825,4.21,4.23,2.67,0
6012,1.09,61.9,61.0,3961,6.58,6.54,4.06,1
30724,0.41,59.2,62.0,738,4.82,4.85,2.86,0
14217,1.23,61.7,57.0,5763,6.87,6.8,4.22,1
27859,0.3,62.3,53.8,652,4.3,4.33,2.69,0
46313,0.3,62.3,56.0,526,4.27,4.3,2.67,0
37434,0.33,61.7,56.0,984,4.46,4.48,2.76,0
48962,0.34,61.3,60.0,537,4.47,4.53,2.76,0
5809,0.92,62.0,60.0,3910,6.26,6.19,3.86,1
7071,0.33,62.4,57.0,579,4.41,4.44,2.76,0
16133,1.0,62.4,58.0,6449,6.31,6.38,3.96,1
47165,0.46,61.9,55.0,1834,4.94,4.97,3.06,0
7745,1.07,59.8,60.0,4278,6.7,6.65,3.99,1
15425,1.04,62.6,55.0,6177,6.45,6.49,4.05,1
23446,1.58,61.9,55.0,11435,7.47,7.51,4.64,3
9811,1.11,61.5,58.0,4670,6.6,6.67,4.08,1
19726,1.24,62.0,55.0,8298,6.89,6.95,4.29,2
6369,0.32,61.9,58.0,576,4.38,4.34,2.7,0
34696,0.3,60.9,57.0,873,4.35,4.38,2.66,0
7695,1.0,64.9,56.0,4276,6.24,6.31,4.07,1
7099,0.71,61.6,54.0,4167,5.76,5.79,3.56,1
9378,0.32,62.0,57.0,589,4.38,4.42,2.73,0
28040,0.41,65.4,61.0,659,4.51,4.63,2.99,0
42979,0.41,62.4,54.0,1367,4.74,4.78,2.97,0
34424,0.3,61.5,56.0,863,4.32,4.36,2.67,0
13294,1.06,59.6,60.0,5491,6.61,6.68,3.96,1
47510,0.59,61.2,58.0,1866,5.38,5.41,3.3,0
12630,1.0,61.6,60.0,5292,6.41,6.31,3.9,1
24197,2.1,59.1,58.0,12381,8.4,8.46,4.98,3
4864,0.78,61.1,55.0,3713,5.99,5.96,3.65,1
48258,0.78,63.0,60.0,1954,5.88,5.82,3.66,0
39113,0.41,62.4,54.0,1061,4.81,4.78,2.99,0
53299,0.3,61.4,56.0,552,4.32,4.35,2.66,0
6010,0.75,62.4,56.0,3961,5.79,5.84,3.63,1
8054,0.23,61.8,57.0,583,3.94,3.96,2.44,0
33262,0.3,59.5,60.0,826,4.36,4.38,2.6,0
769,0.7,63.6,62.0,2858,5.61,5.58,3.56,0
11044,0.25,61.1,58.0,595,4.04,4.08,2.48,0
15413,1.04,61.4,57.0,6173,6.52,6.44,3.98,1
45116,0.71,60.0,64.0,1651,5.71,5.79,3.45,0
19617,1.27,60.7,54.0,8235,7.01,7.05,4.27,2
45192,0.51,60.4,57.0,1656,5.15,5.18,3.12,0
1281,0.81,62.3,58.0,2951,5.95,5.96,3.71,0
21806,1.5,63.8,61.0,9878,7.17,7.12,4.56,2
10569,0.94,60.7,60.0,4817,6.32,6.27,3.82,1
41144,0.5,62.6,56.0,1197,5.06,5.1,3.18,0
27003,2.09,61.8,56.0,17114,8.15,8.22,5.06,4
30402,0.32,62.1,55.0,730,4.35,4.38,2.71,0
20295,1.51,62.1,57.0,8710,7.38,7.34,4.57,2
22018,1.5,61.3,55.0,10080,7.37,7.34,4.51,2
32815,0.34,61.2,57.0,805,4.45,4.5,2.74,0
52387,0.8,60.9,60.0,2507,6.01,5.95,3.64,0
48413,0.76,62.6,55.0,1970,5.87,5.82,3.66,0
38075,0.36,60.7,58.0,1013,4.62,4.57,2.79,0
16889,1.2,62.2,58.0,6741,6.77,6.84,4.23,1
41878,0.5,63.9,56.0,1257,5.02,4.93,3.18,0
31940,0.3,61.1,56.0,776,4.33,4.31,2.64,0
39166,0.4,62.7,60.0,1063,4.7,4.64,2.93,0
48538,0.5,61.3,57.0,1987,5.15,5.07,3.13,0
31549,0.3,62.3,56.0,766,4.3,4.34,2.69,0
18512,1.21,62.3,55.7,7546,6.8,6.85,4.25,2
18056,0.32,62.2,55.0,616,4.37,4.39,2.72,0
14634,1.0,64.4,56.0,5908,6.31,6.26,4.05,1
18328,1.07,61.6,57.0,7457,6.55,6.59,4.05,2
50365,0.7,63.6,62.0,2247,5.61,5.55,3.55,0
30109,0.32,60.2,57.0,720,4.45,4.42,2.67,0
48442,0.51,62.9,57.0,1974,5.12,5.09,3.21,0
13065,1.23,63.8,57.4,5412,6.72,6.78,4.31,1
32850,0.4,63.4,58.0,807,4.74,4.66,2.98,0
20151,1.03,62.4,57.0,8608,6.47,6.39,4.01,2
13444,1.0,63.3,58.0,5521,6.34,6.36,4.02,1
4802,1.31,59.7,59.0,3697,7.06,7.01,4.2,1
33128,0.31,61.1,58.0,816,4.32,4.35,2.65,0
4592,1.07,63.5,59.0,3655,6.52,6.46,4.12,1
23298,1.59,60.7,61.1,11333,7.5,7.56,4.57,3
11318,1.01,62.6,57.0,4986,6.38,6.43,4.01,1
11096,1.0,59.9,59.0,4928,6.48,6.44,3.87,1
6353,0.9,61.7,56.0,4034,6.21,6.26,3.85,1
26772,2.05,60.6,58.0,16611,8.22,8.13,4.95,4
21064,1.24,62.0,57.0,9240,6.87,6.9,4.27,2
24590,1.49,60.8,62.0,12900,7.41,7.36,4.49,3
53283,0.3,62.0,60.0,552,4.26,4.29,2.65,0
2019,0.78,61.9,56.0,3105,5.91,5.94,3.67,0
7856,0.9,62.7,58.0,4304,6.15,6.09,3.84,1
15906,1.0,62.9,59.0,6359,6.38,6.27,3.98,1
45173,0.57,61.6,57.0,1655,5.35,5.37,3.3,0
36855,0.31,61.6,54.0,958,4.38,4.42,2.71,0
634,1.0,58.9,60.0,2841,6.6,6.55,3.87,0
17437,1.0,61.5,55.0,6989,6.47,6.44,3.97,1
36446,0.31,62.1,54.0,942,4.37,4.33,2.7,0
32951,0.35,63.8,56.0,460,4.45,4.48,2.85,0
46039,0.57,61.4,58.0,1728,5.34,5.28,3.26,0
53305,0.3,62.3,55.0,552,4.28,4.29,2.67,0
44619,0.57,61.8,56.0,1608,5.3,5.35,3.29,0
50911,0.56,61.9,56.0,2318,5.32,5.28,3.28,0
31359,0.43,62.5,56.0,760,4.82,4.84,3.02,0
32339,0.3,63.4,56.0,789,4.27,4.31,2.72,0
24793,1.31,60.3,56.0,13168,7.09,7.15,4.29,3
7895,1.1,60.4,61.0,4312,6.73,6.69,4.05,1
32670,0.31,61.2,59.0,802,4.37,4.35,2.67,0
31921,0.3,63.1,58.0,776,4.28,4.24,2.69,0
26581,2.09,57.9,63.0,16294,8.37,8.46,4.87,4
47109,0.75,55.0,66.0,1827,6.2,6.04,3.37,0
48658,0.34,63.1,56.0,537,4.41,4.46,2.8,0
38387,0.42,62.4,55.0,1024,4.8,4.79,2.99,0
18927,1.61,60.9,63.0,7775,7.54,7.5,4.58,2
23611,1.72,61.0,57.0,11638,7.67,7.76,4.71,3
32515,0.4,63.0,59.0,798,4.69,4.64,2.94,0
126,0.91,61.4,56.0,2763,6.09,5.97,3.7,0
38540,0.34,62.0,55.0,1033,4.49,4.45,2.77,0
39334,0.4,60.6,56.0,1072,4.82,4.78,2.91,0
47108,0.53,60.9,57.0,1827,5.25,5.19,3.18,0
15053,0.3,62.4,58.0,605,4.22,4.24,2.64,0
26680,0.3,59.5,60.0,427,4.39,4.45,2.63,0
37751,0.38,62.4,54.0,998,4.68,4.64,2.91,0
